Übersetzerin	Compound
Jägerin	Derivative
Freundin	Derivative
Redakteurin	Derivative
Regentin	Derivative
Reporterin	Derivative
Assistenzärztin	Derivative
Cheerleaderin	Compound
Weibchen	Derivative
Revuetänzerin	Compound
Sammlerin	Derivative
Drehbuchautorin	Compound
Sekretärin	Derivative
Senatorin	Derivative
Pfadfinderin	Compound
Komponistin	Derivative
Dienerin	Derivative
Verloben	Unmotivated
Richterin	Derivative
Nachbarin	Derivative
Spezialistin	Derivative
Telefonistin	Derivative
Teamkollegin	Compound
Beifahrerin	Derivative
Kollegin	Derivative
Mitschülerin	Compound
Sportlerin	Derivative
Bürgermeisterin	Compound
Stenotypistin	Derivative
Anhalterin	Derivative
Stripperin	Derivative
Hüterin	Derivative
Wachstube	Compound
Schülerin	Derivative
Erzeugerin	Derivative
Prüfung	Derivative
Praktikantin	Derivative
Highschool-Mädchen	Compound
Schützin	Derivative
Superheldin	Derivative
Supermodel	Derivative
Hochzeit	Compound
Zeugin	Derivative
Mündel	Unmotivated
Verführerin	Derivative
Verführerin	Derivative
Sekretärin	Derivative
Teenager	Derivative
Spielerin	Derivative
Therapeutin	Derivative
Terroristin	Derivative
Texterin	Derivative
Dolmetscherin	Derivative
Übergrös	Compound
Trainerin	Derivative
Zwerg	Unmotivated
Verfahren	Unmotivated
Wasser	Unmotivated
Landstreicherin	Compound
Touristin	Derivative
Bleistift	Compound
Kandidatin	Derivative
Putzfrau	Compound
Künstlerin	Compound
Asylantin	Derivative
Schülerin	Derivative
Lehrerin	Derivative
Commander	Unmotivated
Botschafterin	Derivative
Mädchen	Unmotivated
Tierarzt	Compound
Präsidentin	Unmotivated
Kaiserin	Derivative
Speiserub	Compound
Vorwahl	Compound
Profi-Frauen-Volleyballteam	Compound
Mörderin	Derivative
Erzieherin	Derivative
Geberin	Derivative
Collegestudentin	Compound
Privatdetektivin	Compound
Gewinnerin	Derivative
Wissenschaftlerin	Derivative
Tagesprophet	Compound
Wahrsagerin	Compound
Anführerin	Derivative
Gärtnerin	Derivative
Russinen	Derivative
Gründerin	Derivative
Arbeitnehmerin	Compound
Arbeitgeberin	Compound
Gerichtsreporterin	Compound
Arsenal	Derivative
Krankenschwester	Compound
Goldgräberin	Compound
Zugräuberin	Compound
Sängerin	Derivative
Rotschopf	Compound
Verräterin	Derivative
Zahnärztin	Derivative
Spion	Unmotivated
Sanitäterin	Derivative
Kundin	Derivative
Wrestlerin	Derivative
Sonderbeauftragt	Compound
Entführerin	Derivative
Bombenlegerin	Compound
Streithelferin	Compound
Hexe	Derivative
Hexe	Derivative
Negerin	Derivative
Kommission	Unmotivated
Langsamleser	Compound
Kellnerin	Derivative
Satansbrat	Compound
Direktorin	Derivative
Fahrerin	Derivative
Schachbrett	Compound
Garderobier	Derivative
Sheriff	Unmotivated
Schulmädchen	Compound
Spionage	Derivative
Apparat	Unmotivated
Chefin	Unmotivated
Chefköchin	Compound
Chefin	Unmotivated
Redakteurin	Derivative
Klägerin	Derivative
Bettlerin	Derivative
Hebräerin	Unmotivated
Tierverhalten	Compound
Schülerin	Derivative
